code,constituency,candidate,party,evm_votes,postal_votes,total_votes,percentage_votes,round,last_updated_time,last_updated_date,party_full_name,party_short,rank_in_constituency,winner_votes,runner_up_votes,winning_margin_votes,winning_margin_percentage
S22116,SULUR - 116,NM.SUKUMAR,Tamilaga Vettri Kazhagam,90237,294,90531,33.1,30/30,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,90531,85741,4790,5.291005291005291
S2231,TAMBARAM - 31,D.SARATHKUMAR,Tamilaga Vettri Kazhagam,118577,390,118967,42.67,39/39,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,118967,83346,35621,29.941916665966197
S22222,TENKASI - 222,DR.KALAI KATHIRAVAN,Dravida Munnetra Kazhagam,78535,1164,79699,33.92,26/26,11:30 PM,04/05/2026,Dravida Munnetra Kazhagam,DMK,1,79699,69400,10299,12.92237041870036
S2256,THALLI - 56,RAMACHANDRAN. T,Communist Party of India,77470,813,78283,38.02,24/24,11:30 PM,04/05/2026,Communist Party of India,CPI,1,78283,73043,5240,6.693662736481739
S22174,THANJAVUR - 174,R. VIJAYSARAVANAN,Tamilaga Vettri Kazhagam,86874,831,87705,44.12,24/24,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,87705,70750,16955,19.331851091727952
S2215,THIRU-VI-KA-NAGAR - 15,M. R. PALLAVI,Tamilaga Vettri Kazhagam,68768,357,69125,48.04,17/17,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,69125,46792,22333,32.30813743218807
S22196,THIRUMANGALAM - 196,MANIMARAN.M,Dravida Munnetra Kazhagam,87063,1228,88291,38.22,26/26,11:30 PM,04/05/2026,Dravida Munnetra Kazhagam,DMK,1,88291,64484,23807,26.964243241100448
S22181,THIRUMAYAM - 181,REGUPATHY.S,Dravida Munnetra Kazhagam,57676,525,58201,31.87,22/22,11:30 PM,04/05/2026,Dravida Munnetra Kazhagam,DMK,1,58201,56709,1492,2.563529836257109
S22195,THIRUPARANKUNDRAM - 195,NIRMALKUMAR. R.,Tamilaga Vettri Kazhagam,113578,738,114316,44.75,27/27,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,114316,72763,41553,36.34924245075055
S2233,THIRUPORUR - 33,B.VIJAYARAJ,Tamilaga Vettri Kazhagam,109642,453,110095,41.96,33/33,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,110095,70744,39351,35.74276760979154
S22166,THIRUTHURAIPOONDI - 166,MARIMUTHU.K,Communist Party of India,73139,923,74062,38.77,21/21,11:30 PM,04/05/2026,Communist Party of India,CPI,1,74062,61140,12922,17.447543949663796
S22173,THIRUVAIYARU - 173,DURAI. CHANDRASEKARAN,Dravida Munnetra Kazhagam,79538,887,80425,36.21,25/25,11:30 PM,04/05/2026,Dravida Munnetra Kazhagam,DMK,1,80425,71870,8555,10.637239664283495
S224,THIRUVALLUR - 4,DR. T. ARUNKUMAR,Tamilaga Vettri Kazhagam,91683,507,92190,40.71,24/24,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,92190,67430,24760,26.857576743681527
S22168,THIRUVARUR - 168,KALAIVANAN POONDI K,Dravida Munnetra Kazhagam,92504,904,93408,42.87,25/25,11:30 PM,04/05/2026,Dravida Munnetra Kazhagam,DMK,1,93408,75260,18148,19.428742720109625
S22142,THIRUVERUMBUR - 142,VIJAYAKUMAR (A) NAVALPATTU S. VIJI,Tamilaga Vettri Kazhagam,88886,951,89837,42.06,24/24,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,89837,81132,8705,9.689771475004731
S22170,THIRUVIDAIMARUDUR - 170,GOVI.CHEZHIAAN,Dravida Munnetra Kazhagam,79307,644,79951,38.26,25/25,11:30 PM,04/05/2026,Dravida Munnetra Kazhagam,DMK,1,79951,65835,14116,17.65581418618904
S2210,THIRUVOTTIYUR - 10,SENTHIL KUMAR. N,Tamilaga Vettri Kazhagam,109788,279,110067,53.15,26/26,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,110067,56503,53564,48.66490410386401
S2224,THIYAGARAYANAGAR - 24,ANAND N,Tamilaga Vettri Kazhagam,51390,242,51632,38.55,18/18,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,51632,38605,13027,25.230477223427332
S22119,THONDAMUTHUR - 119,S.P.VELUMANI,All India Anna Dravida Munnetra Kazhagam,92372,944,93316,36.09,28/28,11:30 PM,04/05/2026,All India Anna Dravida Munnetra Kazhagam,AIADMK,1,93316,78591,14725,15.779716233014703
S22214,THOOTHUKKUDI - 214,SRINATH,Tamilaga Vettri Kazhagam,99900,636,100536,49.11,26/26,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,100536,62805,37731,37.529840057292915
S2220,THOUSAND LIGHTS - 20,PRABHAKAR.J.C.D,Tamilaga Vettri Kazhagam,58545,420,58965,44.73,18/18,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,58965,43824,15141,25.677944543373187
S22146,THURAIYUR - 146,RAVISANKAR.M,Tamilaga Vettri Kazhagam,65711,552,66263,35.93,23/23,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,66263,56649,9614,14.508851093370357
S2272,TINDIVANAM - 72,VANNI ARASU,Viduthalai Chiruthaigal Katchi,63094,739,63833,32.56,23/23,11:30 PM,04/05/2026,Viduthalai Chiruthaigal Katchi,VCK,1,63833,63099,734,1.1498754562687012
S22215,TIRUCHENDUR - 215,ANITHA R. RADHAKRISHNAN,Dravida Munnetra Kazhagam,71564,1159,72723,39.09,22/22,11:30 PM,04/05/2026,Dravida Munnetra Kazhagam,DMK,1,72723,66851,5872,8.074474375369553
S2296,TIRUCHENGODU - 96,ARUNRAJ K G,Tamilaga Vettri Kazhagam,78824,676,79500,41.6,22/22,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,79500,51328,28172,35.436477987421384
S22141,TIRUCHIRAPPALLI (EAST) - 141,C. JOSEPH VIJAY,Tamilaga Vettri Kazhagam,90431,950,91381,50.07,28/28,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,91381,63965,27416,30.001860342959695
S22140,TIRUCHIRAPPALLI (WEST) - 140,K.N.NEHRU,Dravida Munnetra Kazhagam,86969,1266,88235,44.94,24/24,11:30 PM,04/05/2026,Dravida Munnetra Kazhagam,DMK,1,88235,83449,4786,5.424151413838047
S22208,TIRUCHULI - 208,THANGAM THENARASU,Dravida Munnetra Kazhagam,74298,787,75085,41.43,23/23,11:30 PM,04/05/2026,Dravida Munnetra Kazhagam,DMK,1,75085,61600,13485,17.959645734833853
S2276,TIRUKKOYILUR - 76,PALANISAMY S,All India Anna Dravida Munnetra Kazhagam,72347,686,73033,33.61,24/24,11:30 PM,04/05/2026,All India Anna Dravida Munnetra Kazhagam,AIADMK,1,73033,72748,285,0.39023455150411457
S22224,TIRUNELVELI - 224,MURUGHAN.R.S.,Tamilaga Vettri Kazhagam,75157,683,75840,34.72,28/28,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,75840,64426,11414,15.050105485232068
S22185,TIRUPPATTUR - 185,PERIAKARUPPAN. KR,Dravida Munnetra Kazhagam,82043,1183,83226,38.65,29/30,11:30 PM,04/05/2026,Dravida Munnetra Kazhagam,DMK,1,83226,83196,30,0.03604642779900512
S2250,TIRUPPATTUR - 50,DR.THIRUPATHI. N,Tamilaga Vettri Kazhagam,104203,895,105098,51.79,23/23,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,105098,56835,48263,45.92190146339607
S22113,TIRUPPUR (NORTH) - 113,V.SATHYABAMA,Tamilaga Vettri Kazhagam,130901,500,131401,49.88,34/34,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,131401,61409,69992,53.26595688008463
S22114,TIRUPPUR (SOUTH) - 114,BALAMURUGAN. S,Tamilaga Vettri Kazhagam,73472,321,73793,41.04,21/21,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,73793,60892,12901,17.482688059843074
S223,TIRUTTANI - 3,G.HARI,All India Anna Dravida Munnetra Kazhagam,87893,1276,89169,37.34,27/27,11:30 PM,04/05/2026,All India Anna Dravida Munnetra Kazhagam,AIADMK,1,89169,83376,5793,6.496652424048717
S22210,TIRUVADANAI - 210,RAJEEV,Tamilaga Vettri Kazhagam,69001,550,69551,31.57,28/28,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,69551,67038,2513,3.613175942833317
S2263,TIRUVANNAMALAI - 63,VELU. E.V,Dravida Munnetra Kazhagam,87271,1002,88273,40.11,23/23,11:30 PM,04/05/2026,Dravida Munnetra Kazhagam,DMK,1,88273,85818,2455,2.7811448574309243
S22151,TITTAKUDI - 151,GANESAN C.V,Dravida Munnetra Kazhagam,62086,1020,63106,35.91,21/21,11:30 PM,04/05/2026,Dravida Munnetra Kazhagam,DMK,1,63106,60477,2629,4.166006401926917
S22108,UDHAGAMANDALAM - 108,BHOJARAJAN.M,Bharatiya Janata Party,47734,754,48488,32.61,21/21,11:30 PM,04/05/2026,Bharatiya Janata Party,BJP,1,48488,47512,976,2.0128691635043725
S22125,UDUMALAIPETTAI - 125,JAYAKUMAR M.,Dravida Munnetra Kazhagam,67727,822,68549,33.67,22/22,11:30 PM,04/05/2026,Dravida Munnetra Kazhagam,DMK,1,68549,65667,2882,4.204291820449605
S2277,ULUNDURPETTAI - 77,VASANTHAVEL G R,Dravida Munnetra Kazhagam,97584,887,98471,36.34,29/29,11:30 PM,04/05/2026,Dravida Munnetra Kazhagam,DMK,1,98471,96194,2277,2.312355922048116
S22197,USILAMPATTI - 197,VIJAY. M,Tamilaga Vettri Kazhagam,64693,1050,65743,29.34,25/25,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,65743,63938,1805,2.745539449066821
S2251,UTHANGARAI - 51,N ELAIYARAJA,Tamilaga Vettri Kazhagam,69448,753,70201,34.16,25/25,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,70201,65003,5198,7.4044529280209685
S2236,UTHIRAMERUR - 36,MUNIRATHINAM.J,Tamilaga Vettri Kazhagam,83909,1008,84917,37.28,24/24,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,84917,70694,14223,16.74929637175124
S22124,VALPARAI - 124,KUTTY (ALIAS) SUDHAKAR. A,Dravida Munnetra Kazhagam,54096,575,54671,36.34,19/19,11:30 PM,04/05/2026,Dravida Munnetra Kazhagam,DMK,1,54671,45300,9371,17.140714455561447
S2269,VANDAVASI - 69,AMBETHKUMAR. S,Dravida Munnetra Kazhagam,63011,794,63805,33.37,21/21,11:30 PM,04/05/2026,Dravida Munnetra Kazhagam,DMK,1,63805,60472,3333,5.223728547919442
S2247,VANIYAMBADI - 47,SYED FAROOQ BASHA SSB,Indian Union Muslim League,72764,417,73181,34.43,24/24,11:30 PM,04/05/2026,Indian Union Muslim League,Indian Union Muslim League,1,73181,70199,2982,4.074828165780735
S2273,VANUR - 73,GOWTHAM D,Dravida Munnetra Kazhagam,68418,455,68873,35.85,23/23,11:30 PM,04/05/2026,Dravida Munnetra Kazhagam,DMK,1,68873,61839,7034,10.213000740493372
S22220,VASUDEVANALLUR - 220,E. RAJA,Dravida Munnetra Kazhagam,61907,1138,63045,33.22,23/23,11:30 PM,04/05/2026,Dravida Munnetra Kazhagam,DMK,1,63045,56462,6583,10.441747957807914
S22165,VEDARANYAM - 165,MANIAN. O.S,All India Anna Dravida Munnetra Kazhagam,58108,1064,59172,36.48,18/18,11:30 PM,04/05/2026,All India Anna Dravida Munnetra Kazhagam,AIADMK,1,59172,51841,7331,12.389305752720881
S22133,VEDASANDUR - 133,SAMINATHAN. T,Dravida Munnetra Kazhagam,84196,752,84948,37.5,27/27,11:30 PM,04/05/2026,Dravida Munnetra Kazhagam,DMK,1,84948,74885,10063,11.84607053726986
S2291,VEERAPANDI - 91,PALANIVEL. M.S,Tamilaga Vettri Kazhagam,79535,372,79907,33.88,23/23,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,79907,75836,4071,5.094672556847335
S2226,VELACHERY - 26,KUMAR. R,Tamilaga Vettri Kazhagam,80057,373,80430,43.52,23/23,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,80430,47125,33305,41.40867835384807
S2243,VELLORE - 43,M.M.VINOTH KANNAN,Tamilaga Vettri Kazhagam,72563,469,73032,38.33,22/22,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,73032,66255,6777,9.279493920473216
S2254,VEPPANAHALLI - 54,SRINIVASAN.P.S,Dravida Munnetra Kazhagam,74147,544,74691,33.55,27/27,11:30 PM,04/05/2026,Dravida Munnetra Kazhagam,DMK,1,74691,74553,138,0.18476121621078845
S2275,VIKRAVANDI - 75,SIVAKUMAR C,Pattali Makkal Katchi,69028,699,69727,33.33,23/23,11:30 PM,04/05/2026,Pattali Makkal Katchi,PMK,1,69727,68817,910,1.3050898504166248
S22213,VILATHIKULAM - 213,MARKANDAYAN G V,Dravida Munnetra Kazhagam,57458,937,58395,33.4,20/20,11:30 PM,04/05/2026,Dravida Munnetra Kazhagam,DMK,1,58395,50167,8228,14.090247452692866
S22233,VILAVANCODE - 233,PRAVEEN T.T,Indian National Congress,69378,1377,70755,40.45,22/22,11:30 PM,04/05/2026,Indian National Congress,INC,1,70755,49785,20970,29.637481450074198
S2214,VILLIVAKKAM - 14,AADHAV ARJUNA,Tamilaga Vettri Kazhagam,66149,296,66445,46.97,19/19,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,66445,49143,17302,26.039581608849428
S2274,VILUPPURAM - 74,LAKSHMANAN R,Dravida Munnetra Kazhagam,72041,941,72982,33.88,24/24,11:30 PM,04/05/2026,Dravida Munnetra Kazhagam,DMK,1,72982,68863,4119,5.6438573894932995
S22179,VIRALIMALAI - 179,VIJAYABASKAR. C,All India Anna Dravida Munnetra Kazhagam,104857,916,105773,51.87,22/22,11:30 PM,04/05/2026,All India Anna Dravida Munnetra Kazhagam,AIADMK,1,105773,43700,62073,58.68510867612717
S22206,VIRUDHUNAGAR - 206,SELVAM P,Tamilaga Vettri Kazhagam,63070,583,63653,37.93,23/23,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,63653,54262,9391,14.753428746484849
S2222,VIRUGAMPAKKAM - 22,SABARINATHAN.R,Tamilaga Vettri Kazhagam,75801,291,76092,44.03,24/24,11:30 PM,04/05/2026,Tamilaga Vettri Kazhagam,TVK,1,76092,49006,27086,35.596383325448144
S22152,VRIDDHACHALAM - 152,PREMALLATHA VIJAYAKANT,Desiya Murpokku Dravida Kazhagam,68625,726,69351,33.15,24/24,11:30 PM,04/05/2026,Desiya Murpokku Dravida Kazhagam,DMDK,1,69351,66964,2387,3.44191143602832
S2283,YERCAUD - 83,USHARANI. P,All India Anna Dravida Munnetra Kazhagam,86895,877,87772,34.61,25/25,11:30 PM,04/05/2026,All India Anna Dravida Munnetra Kazhagam,AIADMK,1,87772,85583,2189,2.4939616278539853
