video_id,comment_id,parent_comment_id,author,comment_text,likes,comment_published_at,updated_at,reply_count,comment_type,title,channel_title,video_published_at,query,clean_text,tokens,neg,neu,pos,compound,sentiment_label,party
LHrgHR-Q1BE,Ugwl6jUbUTFez7nlrrx4AaABAg.AX3rBFaT9XRAX4FDkWWCyY,Ugwl6jUbUTFez7nlrrx4AaABAg,@guruvayoorkrishna7263,oooosep;h  anthe   dharmathai  seithal   avanudaya  atchiyai  sammathippen      illayendral   desiyam  aneegam  ulla  BJP thondan than   tamilagathirkku  BJP than mukkiya  theivai   thravidiya  sarntha  enda katchikkum  nan  atharavu illai    nichayam  BJP  inimel thanithu nirukkum  endra  100 percent  nambikkayudan   bharatheeyan,0,2026-05-21T15:13:06Z,2026-05-21T15:13:06Z,0,reply,தவெக அரசில் அமைச்சர்களான 2 பிராமணர்கள் | Brahmin Candidate | Tamil Nadu Elections 2026,Dinamalar,2026-05-21T10:15:53Z,Tamil Nadu Election 2026,oosep anthe dharmathai seithal avanudaya atchiyai sammathippen illayendral desiyam aneegam ulla BJP thondan tamilagathirkku BJP mukkiya theivai thravidiya sarntha enda katchikkum nan atharavu illai nichayam BJP inimel thanithu nirukkum endra percent nambikkayudan bharatheeyan,"['oosep', 'anthe', 'dharmathai', 'seithal', 'avanudaya', 'atchiyai', 'sammathippen', 'illayendral', 'desiyam', 'aneegam', 'ulla', 'BJP', 'thondan', 'tamilagathirkku', 'BJP', 'mukkiya', 'theivai', 'thravidiya', 'sarntha', 'enda', 'katchikkum', 'nan', 'atharavu', 'illai', 'nichayam', 'BJP', 'inimel', 'thanithu', 'nirukkum', 'endra', 'percent', 'nambikkayudan', 'bharatheeyan']",0.0,1.0,0.0,0.0,Neutral,BJP
LHrgHR-Q1BE,UgyabWdiKJbxYbyhUVV4AaABAg,,@karikalank7571,சூப்பர் DMK ஆட்சியில் ஒரு rowdy கம்முனாட்டி  அமைச்சர் இப்போ ஒரு youngster அமைச்சர் சூப்பர் 👌👌👌👌,6,2026-05-21T12:24:13Z,2026-05-21T12:24:13Z,0,top_level,தவெக அரசில் அமைச்சர்களான 2 பிராமணர்கள் | Brahmin Candidate | Tamil Nadu Elections 2026,Dinamalar,2026-05-21T10:15:53Z,Tamil Nadu Election 2026,DMK rowdy youngster,"['DMK', 'rowdy', 'youngster']",0.0,1.0,0.0,0.0,Neutral,DMK
LHrgHR-Q1BE,UgzvdVL1tCn2-W76ls54AaABAg.AX3omB4eHuBAX41nK1yJdE,UgzvdVL1tCn2-W76ls54AaABAg,@chellappamuthuganabadi9446,"VCK cpi,CPM கொடுத்த அழுத்ததில்.",1,2026-05-21T13:15:45Z,2026-05-21T13:15:45Z,0,reply,தவெக அரசில் அமைச்சர்களான 2 பிராமணர்கள் | Brahmin Candidate | Tamil Nadu Elections 2026,Dinamalar,2026-05-21T10:15:53Z,Tamil Nadu Election 2026,VCK CPI CPM,"['VCK', 'CPI', 'CPM']",0.0,1.0,0.0,0.0,Neutral,CPM
LHrgHR-Q1BE,UgzvdVL1tCn2-W76ls54AaABAg.AX3omB4eHuBAX41nK1yJdE,UgzvdVL1tCn2-W76ls54AaABAg,@chellappamuthuganabadi9446,"VCK cpi,CPM கொடுத்த அழுத்ததில்.",1,2026-05-21T13:15:45Z,2026-05-21T13:15:45Z,0,reply,தவெக அரசில் அமைச்சர்களான 2 பிராமணர்கள் | Brahmin Candidate | Tamil Nadu Elections 2026,Dinamalar,2026-05-21T10:15:53Z,Tamil Nadu Election 2026,VCK CPI CPM,"['VCK', 'CPI', 'CPM']",0.0,1.0,0.0,0.0,Neutral,VCK
LHrgHR-Q1BE,UgzvdVL1tCn2-W76ls54AaABAg.AX3omB4eHuBAX41nK1yJdE,UgzvdVL1tCn2-W76ls54AaABAg,@chellappamuthuganabadi9446,"VCK cpi,CPM கொடுத்த அழுத்ததில்.",1,2026-05-21T13:15:45Z,2026-05-21T13:15:45Z,0,reply,தவெக அரசில் அமைச்சர்களான 2 பிராமணர்கள் | Brahmin Candidate | Tamil Nadu Elections 2026,Dinamalar,2026-05-21T10:15:53Z,Tamil Nadu Election 2026,VCK CPI CPM,"['VCK', 'CPI', 'CPM']",0.0,1.0,0.0,0.0,Neutral,CPI
LHrgHR-Q1BE,Ugy6hdYp1pF9nAoI6vV4AaABAg,,@SUN05,"தி.மு.க மற்றும் அ.தி.மு.க ஆகிய கட்சிகளால் நீண்ட காலமாகப் புறக்கணிக்கப்பட்ட நிலையில், தமிழர்களாகிய நாங்கள் தற்போது மகிழ்ச்சி அடைகிறோம். உலகம் முழுவதும் வாழும் எங்கள் மக்கள் அனைவரும் TVK-விற்கு முழு ஆதரவை அளிப்பார்கள்; இனிவரும் காலங்களில் TVK-விற்காக எங்களால் இயன்ற அனைத்து நன்மைகளையும் நாங்கள் செய்வோம். விஜய் எங்கள் ஒரே தலைவர்.",3,2026-05-21T13:11:23Z,2026-05-21T13:11:23Z,0,top_level,தவெக அரசில் அமைச்சர்களான 2 பிராமணர்கள் | Brahmin Candidate | Tamil Nadu Elections 2026,Dinamalar,2026-05-21T10:15:53Z,Tamil Nadu Election 2026,TVK TVK,"['TVK', 'TVK']",0.0,1.0,0.0,0.0,Neutral,TVK
LHrgHR-Q1BE,UgycriR69GObrTN8Ku94AaABAg,,@PACKIALAKSHMISHANMUGANANTHAM,Tvk❤❤ welcome 🎉🎉🎉,3,2026-05-21T11:05:28Z,2026-05-21T11:05:28Z,0,top_level,தவெக அரசில் அமைச்சர்களான 2 பிராமணர்கள் | Brahmin Candidate | Tamil Nadu Elections 2026,Dinamalar,2026-05-21T10:15:53Z,Tamil Nadu Election 2026,TVK welcome,"['TVK', 'welcome']",0.0,0.25,0.75,0.4588,Positive,TVK
NQNWvfE5DlU,UgyasSqzZh_-tImJAJF4AaABAg,,@sivalingamsiva2182,"பதவி சுகர்திற்காக TVK எந்தளவிற்கும் இழிவான அரசியல் செய்யும் என்பதற்கு இதுவே சான்று..,,",8,2026-05-21T07:17:53Z,2026-05-21T07:17:53Z,1,top_level,காங்கிரஸ் எம்.எல்.ஏ.க்கள் இருவருக்கு அமைச்சர் பதவி | Minister Seat | TN Govt | Congress MLA,NewsTamil 24X7,2026-05-21T03:05:05Z,Tamil Nadu Election 2026,TVK,['TVK'],0.0,1.0,0.0,0.0,Neutral,TVK
cO8LciepB3M,UgzpSCDYo65j2BDNmUx4AaABAg,,@Lifeatlowestbutstillpositive,Tamilnadu governer was compromised due to BJP....🤣🤣,4,2026-05-08T16:59:09Z,2026-05-08T16:59:09Z,0,top_level,"Prakash Raj Backs Vijay, Questions Governor’s Conduct | Tamil Nadu Elections 2026 | TVK Vs DMK",CNBC-TV18,2026-05-08T11:00:16Z,Tamil Nadu Election 2026,tamilnadu governer compromised due BJP,"['tamilnadu', 'governer', 'compromised', 'due', 'BJP']",0.0,1.0,0.0,0.0,Neutral,BJP
cO8LciepB3M,UgwZSBiL_QA1kUXkq3p4AaABAg,,@rs-qu5gr,"Prakash Raj is anti bjp man
 But what he said is correct",13,2026-05-08T12:06:24Z,2026-05-08T12:06:24Z,0,top_level,"Prakash Raj Backs Vijay, Questions Governor’s Conduct | Tamil Nadu Elections 2026 | TVK Vs DMK",CNBC-TV18,2026-05-08T11:00:16Z,Tamil Nadu Election 2026,prakash raj anti BJP man said correct,"['prakash', 'raj', 'anti', 'BJP', 'man', 'said', 'correct']",0.277,0.723,0.0,-0.3182,Negative,BJP
cO8LciepB3M,Ugwh46Y6SCz89Bd9wX14AaABAg.AWYTwvzFWXRAWZwFgDDLhR,Ugwh46Y6SCz89Bd9wX14AaABAg,@GLENJOSHUASTEAGLE,They may have differences but they will come together if BJP strikes or central makes an unreasonable mandate..,0,2026-05-09T02:02:54Z,2026-05-09T02:02:54Z,0,reply,"Prakash Raj Backs Vijay, Questions Governor’s Conduct | Tamil Nadu Elections 2026 | TVK Vs DMK",CNBC-TV18,2026-05-08T11:00:16Z,Tamil Nadu Election 2026,may differences come together BJP strikes central makes unreasonable mandate,"['may', 'differences', 'come', 'together', 'BJP', 'strikes', 'central', 'makes', 'unreasonable', 'mandate']",0.217,0.783,0.0,-0.3612,Negative,BJP
cO8LciepB3M,UgzyTY7dwfd-GMye5WR4AaABAg,,@mano881,"i am so glad that vijay have 3 most democratic parties joining him cpi cpm vck and my believe they have tons of experience and would guide vijay towards the well being of tamil nadu without corruption..
விஜய்யுடன் சிபிஐ, சிபிஎம், விசிகே ஆகிய மூன்று ஜனநாயக கட்சிகளும் இணைந்திருப்பது எனக்கு மிகுந்த மகிழ்ச்சி அளிக்கிறது. அவர்களுக்கு அபார அனுபவம் உண்டு என்றும், ஊழலற்ற முறையில் தமிழ்நாட்டின் நல்வாழ்வை நோக்கி விஜய்க்கு அவர்கள் வழிகாட்டுவார்கள் என்றும் நான் நம்புகிறேன்.",2,2026-05-09T01:47:49Z,2026-05-09T01:47:49Z,0,top_level,"Prakash Raj Backs Vijay, Questions Governor’s Conduct | Tamil Nadu Elections 2026 | TVK Vs DMK",CNBC-TV18,2026-05-08T11:00:16Z,Tamil Nadu Election 2026,glad vijay democratic parties joining CPI CPM VCK believe tons experience would guide vijay towards well tamil nadu without corruption,"['glad', 'vijay', 'democratic', 'parties', 'joining', 'CPI', 'CPM', 'VCK', 'believe', 'tons', 'experience', 'would', 'guide', 'vijay', 'towards', 'well', 'tamil', 'nadu', 'without', 'corruption']",0.0,0.685,0.315,0.7783,Positive,CPM
cO8LciepB3M,UgzyTY7dwfd-GMye5WR4AaABAg,,@mano881,"i am so glad that vijay have 3 most democratic parties joining him cpi cpm vck and my believe they have tons of experience and would guide vijay towards the well being of tamil nadu without corruption..
விஜய்யுடன் சிபிஐ, சிபிஎம், விசிகே ஆகிய மூன்று ஜனநாயக கட்சிகளும் இணைந்திருப்பது எனக்கு மிகுந்த மகிழ்ச்சி அளிக்கிறது. அவர்களுக்கு அபார அனுபவம் உண்டு என்றும், ஊழலற்ற முறையில் தமிழ்நாட்டின் நல்வாழ்வை நோக்கி விஜய்க்கு அவர்கள் வழிகாட்டுவார்கள் என்றும் நான் நம்புகிறேன்.",2,2026-05-09T01:47:49Z,2026-05-09T01:47:49Z,0,top_level,"Prakash Raj Backs Vijay, Questions Governor’s Conduct | Tamil Nadu Elections 2026 | TVK Vs DMK",CNBC-TV18,2026-05-08T11:00:16Z,Tamil Nadu Election 2026,glad vijay democratic parties joining CPI CPM VCK believe tons experience would guide vijay towards well tamil nadu without corruption,"['glad', 'vijay', 'democratic', 'parties', 'joining', 'CPI', 'CPM', 'VCK', 'believe', 'tons', 'experience', 'would', 'guide', 'vijay', 'towards', 'well', 'tamil', 'nadu', 'without', 'corruption']",0.0,0.685,0.315,0.7783,Positive,VCK
cO8LciepB3M,UgzyTY7dwfd-GMye5WR4AaABAg,,@mano881,"i am so glad that vijay have 3 most democratic parties joining him cpi cpm vck and my believe they have tons of experience and would guide vijay towards the well being of tamil nadu without corruption..
விஜய்யுடன் சிபிஐ, சிபிஎம், விசிகே ஆகிய மூன்று ஜனநாயக கட்சிகளும் இணைந்திருப்பது எனக்கு மிகுந்த மகிழ்ச்சி அளிக்கிறது. அவர்களுக்கு அபார அனுபவம் உண்டு என்றும், ஊழலற்ற முறையில் தமிழ்நாட்டின் நல்வாழ்வை நோக்கி விஜய்க்கு அவர்கள் வழிகாட்டுவார்கள் என்றும் நான் நம்புகிறேன்.",2,2026-05-09T01:47:49Z,2026-05-09T01:47:49Z,0,top_level,"Prakash Raj Backs Vijay, Questions Governor’s Conduct | Tamil Nadu Elections 2026 | TVK Vs DMK",CNBC-TV18,2026-05-08T11:00:16Z,Tamil Nadu Election 2026,glad vijay democratic parties joining CPI CPM VCK believe tons experience would guide vijay towards well tamil nadu without corruption,"['glad', 'vijay', 'democratic', 'parties', 'joining', 'CPI', 'CPM', 'VCK', 'believe', 'tons', 'experience', 'would', 'guide', 'vijay', 'towards', 'well', 'tamil', 'nadu', 'without', 'corruption']",0.0,0.685,0.315,0.7783,Positive,CPI
cO8LciepB3M,UgxsmkWCA_CCGc1xILF4AaABAg,,@karthikv9835,"During AP elections, Prakash supported Pawan Kalyan and when Pawan Kalyan supported BJP, Prakash started critizing Pawan, the same person he spoke high about just because he hates BJP. People rejected him in Karnataka both as a politican and as an actor. He should simply be ignored",0,2026-05-09T07:56:19Z,2026-05-09T07:56:19Z,0,top_level,"Prakash Raj Backs Vijay, Questions Governor’s Conduct | Tamil Nadu Elections 2026 | TVK Vs DMK",CNBC-TV18,2026-05-08T11:00:16Z,Tamil Nadu Election 2026,elections prakash supported pawan kalyan pawan kalyan supported BJP prakash started critizing pawan person spoke high hates BJP people rejected karnataka politican actor simply ignored,"['elections', 'prakash', 'supported', 'pawan', 'kalyan', 'pawan', 'kalyan', 'supported', 'BJP', 'prakash', 'started', 'critizing', 'pawan', 'person', 'spoke', 'high', 'hates', 'BJP', 'people', 'rejected', 'karnataka', 'politican', 'actor', 'simply', 'ignored']",0.257,0.604,0.139,-0.5994,Negative,BJP
cO8LciepB3M,Ugz8fKfVS9sIQPpIyxd4AaABAg,,@StevenNarayan,"What TVK and CONGRESS  thinking of cooking, there must be some secret plan, where the BHARATH will end.",0,2026-05-09T13:08:17Z,2026-05-09T13:08:17Z,0,top_level,"Prakash Raj Backs Vijay, Questions Governor’s Conduct | Tamil Nadu Elections 2026 | TVK Vs DMK",CNBC-TV18,2026-05-08T11:00:16Z,Tamil Nadu Election 2026,TVK congress thinking cooking must secret plan bharath end,"['TVK', 'congress', 'thinking', 'cooking', 'must', 'secret', 'plan', 'bharath', 'end']",0.0,1.0,0.0,0.0,Neutral,TVK
cO8LciepB3M,UgwgONhfuhA8gfeQQOh4AaABAg,,@User-kvsnwisuwks,Prakash is stupid. The governor needs a stable majority to form a government. Why does this fellow keep bringing politics into anything. Whether it is TVK or DMK or AIDMK this is how Governors function.,3,2026-05-08T13:56:15Z,2026-05-08T13:56:15Z,0,top_level,"Prakash Raj Backs Vijay, Questions Governor’s Conduct | Tamil Nadu Elections 2026 | TVK Vs DMK",CNBC-TV18,2026-05-08T11:00:16Z,Tamil Nadu Election 2026,prakash stupid governor needs stable majority form government fellow keep bringing politics anything whether TVK DMK aidmk governors function,"['prakash', 'stupid', 'governor', 'needs', 'stable', 'majority', 'form', 'government', 'fellow', 'keep', 'bringing', 'politics', 'anything', 'whether', 'TVK', 'DMK', 'aidmk', 'governors', 'function']",0.15,0.752,0.097,-0.296,Negative,DMK
cO8LciepB3M,UgwgONhfuhA8gfeQQOh4AaABAg,,@User-kvsnwisuwks,Prakash is stupid. The governor needs a stable majority to form a government. Why does this fellow keep bringing politics into anything. Whether it is TVK or DMK or AIDMK this is how Governors function.,3,2026-05-08T13:56:15Z,2026-05-08T13:56:15Z,0,top_level,"Prakash Raj Backs Vijay, Questions Governor’s Conduct | Tamil Nadu Elections 2026 | TVK Vs DMK",CNBC-TV18,2026-05-08T11:00:16Z,Tamil Nadu Election 2026,prakash stupid governor needs stable majority form government fellow keep bringing politics anything whether TVK DMK aidmk governors function,"['prakash', 'stupid', 'governor', 'needs', 'stable', 'majority', 'form', 'government', 'fellow', 'keep', 'bringing', 'politics', 'anything', 'whether', 'TVK', 'DMK', 'aidmk', 'governors', 'function']",0.15,0.752,0.097,-0.296,Negative,TVK
Jxx_9hFGuSw,UgzcUvQlOBXaPlS1T5d4AaABAg,,@videosshare-mk8wk,good editing     TVK mass,4,2026-05-20T13:29:56Z,2026-05-20T13:30:09Z,0,top_level,TN Election 2026 Result - Re Release | TN Election 2026 | TVK Vijay | MK Stalin | TVK vs DMK | Vijay,Lollu Facts,2026-05-20T10:44:02Z,Tamil Nadu Election 2026,good editing TVK mass,"['good', 'editing', 'TVK', 'mass']",0.0,0.508,0.492,0.4404,Positive,TVK
lbce82Sc704,UgwstLxdUIOh-kFxlJd4AaABAg,,@gayatheriruththurairajthev2310,PANIYAATRUVINGALAA? OLUNGA PANNUNGA. ORU CHINNA  PIDI KEDACCHA ADHA PIDICCHU MELA VARA PAARUNGA ILLANNA NEXT ELECTION KU DMK ILANNA ADMK THEDI ALAYANUM,0,2026-05-22T02:07:01Z,2026-05-22T02:07:01Z,0,top_level,Congress | TVK | CM Vijay | 59 ஆண்டுக்குப் பிறகு அமைச்சரவையில் இடம் பெறுவது மகிழ்ச்சி அளிக்கிறது,NewsTamil 24X7,2026-05-21T14:45:12Z,Tamil Nadu Election 2026,paniyaatruvingalaa olunga pannunga oru chinna pidi kedaccha adha pidicchu mela vara paarunga illanna next election DMK ilanna admk thedi alayanum,"['paniyaatruvingalaa', 'olunga', 'pannunga', 'oru', 'chinna', 'pidi', 'kedaccha', 'adha', 'pidicchu', 'mela', 'vara', 'paarunga', 'illanna', 'next', 'election', 'DMK', 'ilanna', 'admk', 'thedi', 'alayanum']",0.0,1.0,0.0,0.0,Neutral,DMK
gwCd3Z22nQc,Ugxs-0cz_ZegT7oxjS14AaABAg,,@ArvinRaj-c1d,80 percent of people voted for tvk,4,2026-04-24T15:50:34Z,2026-04-24T15:50:34Z,0,top_level,Tamil Nadu Elections 2026: Decoding The 85% Voter Turnout And The Vijay Factor | India Today,India Today,2026-04-24T14:16:09Z,Tamil Nadu Election 2026,percent people voted TVK,"['percent', 'people', 'voted', 'TVK']",0.0,1.0,0.0,0.0,Neutral,TVK
gwCd3Z22nQc,UgwwiCbgXw87Bss9Quh4AaABAg,,@Sungod963,Tvk,3,2026-04-24T15:16:08Z,2026-04-24T15:16:08Z,0,top_level,Tamil Nadu Elections 2026: Decoding The 85% Voter Turnout And The Vijay Factor | India Today,India Today,2026-04-24T14:16:09Z,Tamil Nadu Election 2026,TVK,['TVK'],0.0,1.0,0.0,0.0,Neutral,TVK
gwCd3Z22nQc,UgwcgZRwi4HyeWQVcMd4AaABAg,,@Megaminddominator,"Let me clarify this. 
If votes look decreased because of SIR from 2021 election, then DMK and ADMK need to be worried.
Leave behind SIR. this is the first time in tamilnadu history of election i have seen people went en masse to vote for.

So the SIR that removed the black votes will be a disaster for the current incumbent parties.

The votes almost tally with previous election because people who were very reluctant to vote for any party last time and even opted for NOTA, if this time NOTA becomes null or negligible, then it shows more people who didnt voted in 2021 have involved surpassing the SIR removal of 97 lakh voters.

Vijay might have a major edge.",0,2026-04-28T17:37:42Z,2026-04-28T17:39:26Z,0,top_level,Tamil Nadu Elections 2026: Decoding The 85% Voter Turnout And The Vijay Factor | India Today,India Today,2026-04-24T14:16:09Z,Tamil Nadu Election 2026,let clarify votes look decreased sir election DMK admk need worried leave behind sir first time tamilnadu history election seen people went masse vote sir removed black votes disaster current incumbent parties votes almost tally previous election people reluctant vote party last time even opted nota time nota becomes null negligible shows people didnt voted involved surpassing sir removal lakh voters vijay might major edge,"['let', 'clarify', 'votes', 'look', 'decreased', 'sir', 'election', 'DMK', 'admk', 'need', 'worried', 'leave', 'behind', 'sir', 'first', 'time', 'tamilnadu', 'history', 'election', 'seen', 'people', 'went', 'masse', 'vote', 'sir', 'removed', 'black', 'votes', 'disaster', 'current', 'incumbent', 'parties', 'votes', 'almost', 'tally', 'previous', 'election', 'people', 'reluctant', 'vote', 'party', 'last', 'time', 'even', 'opted', 'nota', 'time', 'nota', 'becomes', 'null', 'negligible', 'shows', 'people', 'didnt', 'voted', 'involved', 'surpassing', 'sir', 'removal', 'lakh', 'voters', 'vijay', 'might', 'major', 'edge']",0.129,0.798,0.073,-0.4767,Negative,DMK
gwCd3Z22nQc,UgyxzW8UCCQcnpZI_-p4AaABAg,,@venkatakrishnanthiagarajan143,"Chennai is DMK bastion. F voter turn out is less here, affected party is known obviously",0,2026-04-26T17:56:14Z,2026-04-26T17:56:14Z,0,top_level,Tamil Nadu Elections 2026: Decoding The 85% Voter Turnout And The Vijay Factor | India Today,India Today,2026-04-24T14:16:09Z,Tamil Nadu Election 2026,chennai DMK bastion voter turn less affected party known obviously,"['chennai', 'DMK', 'bastion', 'voter', 'turn', 'less', 'affected', 'party', 'known', 'obviously']",0.111,0.682,0.206,0.2766,Positive,DMK
gwCd3Z22nQc,Ugx7JpByiJdwDfUp1eh4AaABAg,,@Gladiator07-u4q,Bjp no chance,1,2026-04-26T06:08:12Z,2026-04-26T06:08:12Z,0,top_level,Tamil Nadu Elections 2026: Decoding The 85% Voter Turnout And The Vijay Factor | India Today,India Today,2026-04-24T14:16:09Z,Tamil Nadu Election 2026,BJP chance,"['BJP', 'chance']",0.0,0.333,0.667,0.25,Positive,BJP
-PdcOKSLviw,Ugww5N7kLEO0BnMpR_94AaABAg,,@khalraza,I don't know what do you want prove compare vijay with bjp leadr's n other corrupt leaders's any way all the very best to vijay for his political journey with prosperity,1,2026-05-17T00:36:03Z,2026-05-17T00:36:03Z,0,top_level,CM Thalapathy Vijay with Salman Khan ! 🔥 TVK Ne Racha Itihas | Tamil Nadu Election Results 2026,Current Affairs by Mohit Sir,2026-05-16T13:53:46Z,Tamil Nadu Election 2026,know want prove compare vijay BJP leadr corrupt leaders way best vijay political journey prosperity,"['know', 'want', 'prove', 'compare', 'vijay', 'BJP', 'leadr', 'corrupt', 'leaders', 'way', 'best', 'vijay', 'political', 'journey', 'prosperity']",0.0,0.703,0.297,0.6705,Positive,BJP
-PdcOKSLviw,Ugxwc6wSrqhjs9moLsl4AaABAg,,@NawabsharifNawabsharif-q5w,"Insha Allah ameen summa ameen summa ameen 
Next 
PM 
Joseph Vijay Sir in india insha allah ameen summa ameen summa ameen summa ameen summa ameen summa ameen summa ameen ☝️🤲👑👍 Tvk ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",0,2026-05-17T08:21:32Z,2026-05-17T08:21:32Z,0,top_level,CM Thalapathy Vijay with Salman Khan ! 🔥 TVK Ne Racha Itihas | Tamil Nadu Election Results 2026,Current Affairs by Mohit Sir,2026-05-16T13:53:46Z,Tamil Nadu Election 2026,insha allah ameen summa ameen summa ameen next joseph vijay sir india insha allah ameen summa ameen summa ameen summa ameen summa ameen summa ameen summa ameen TVK,"['insha', 'allah', 'ameen', 'summa', 'ameen', 'summa', 'ameen', 'next', 'joseph', 'vijay', 'sir', 'india', 'insha', 'allah', 'ameen', 'summa', 'ameen', 'summa', 'ameen', 'summa', 'ameen', 'summa', 'ameen', 'summa', 'ameen', 'summa', 'ameen', 'TVK']",0.0,1.0,0.0,0.0,Neutral,TVK
KagpfE5gdOE,Ugzl_kVIv4VujUAbWTx4AaABAg.AWyW9eUHYFFAWzVnaPULgD,Ugzl_kVIv4VujUAbWTx4AaABAg,@gogaramjaat,जैसे bjp से😂,0,2026-05-19T09:42:30Z,2026-05-19T09:42:30Z,0,reply,Thalapathy Vijay CM Ban Gaye! 🔥 TVK Ne Racha Itihas | Tamil Nadu Election Results 2026,Current Affairs by Mohit Sir,2026-05-18T02:34:16Z,Tamil Nadu Election 2026,BJP,['BJP'],0.0,1.0,0.0,0.0,Neutral,BJP
7eKLXzURWUI,UgwO0YWE79eKEf804AB4AaABAg,,@KameshwarPrakash,How stupid they are showing TVK  in 2021 results😂,101,2026-04-23T13:47:03Z,2026-04-23T13:47:03Z,4,top_level,"Tamil Nadu Elections 2026: Chennai Strongholds, Kongu Belt &amp; Voter Bribery Allegations | India Today",India Today,2026-04-23T03:40:11Z,Tamil Nadu Election 2026,stupid showing TVK results,"['stupid', 'showing', 'TVK', 'results']",0.531,0.469,0.0,-0.5267,Negative,TVK
7eKLXzURWUI,UgwO0YWE79eKEf804AB4AaABAg.AVx-72SJoRNAVzxwLppyjC,UgwO0YWE79eKEf804AB4AaABAg,@zandru1234,You stupid TVk idiot cant you understand the basics. Itha ungala tharkoothindrathu. Ipovum neenga zero tha,0,2026-04-24T17:25:42Z,2026-04-24T17:25:42Z,0,reply,"Tamil Nadu Elections 2026: Chennai Strongholds, Kongu Belt &amp; Voter Bribery Allegations | India Today",India Today,2026-04-23T03:40:11Z,Tamil Nadu Election 2026,stupid TVK idiot cant understand basics itha ungala tharkoothindrathu ipovum neenga zero tha,"['stupid', 'TVK', 'idiot', 'cant', 'understand', 'basics', 'itha', 'ungala', 'tharkoothindrathu', 'ipovum', 'neenga', 'zero', 'tha']",0.379,0.621,0.0,-0.7717,Negative,TVK
7eKLXzURWUI,UgyVDbkwNK_hfaCNTSF4AaABAg,,@nkr-os9dd,"WTF tvk didn't contested in 2021 why you didn't add NTK.
RED Light media",53,2026-04-23T10:40:39Z,2026-04-23T10:40:39Z,2,top_level,"Tamil Nadu Elections 2026: Chennai Strongholds, Kongu Belt &amp; Voter Bribery Allegations | India Today",India Today,2026-04-23T03:40:11Z,Tamil Nadu Election 2026,wtf TVK contested add NTK red light media,"['wtf', 'TVK', 'contested', 'add', 'NTK', 'red', 'light', 'media']",0.352,0.648,0.0,-0.5859,Negative,NTK
7eKLXzURWUI,UgyVDbkwNK_hfaCNTSF4AaABAg,,@nkr-os9dd,"WTF tvk didn't contested in 2021 why you didn't add NTK.
RED Light media",53,2026-04-23T10:40:39Z,2026-04-23T10:40:39Z,2,top_level,"Tamil Nadu Elections 2026: Chennai Strongholds, Kongu Belt &amp; Voter Bribery Allegations | India Today",India Today,2026-04-23T03:40:11Z,Tamil Nadu Election 2026,wtf TVK contested add NTK red light media,"['wtf', 'TVK', 'contested', 'add', 'NTK', 'red', 'light', 'media']",0.352,0.648,0.0,-0.5859,Negative,TVK
7eKLXzURWUI,UgyVDbkwNK_hfaCNTSF4AaABAg.AVwemlKd9mgAVwuUiNlmpg,UgyVDbkwNK_hfaCNTSF4AaABAg,@techmajor_8128,@nkr-os9dd only tvk 💪💪,0,2026-04-23T12:57:51Z,2026-04-23T12:57:51Z,0,reply,"Tamil Nadu Elections 2026: Chennai Strongholds, Kongu Belt &amp; Voter Bribery Allegations | India Today",India Today,2026-04-23T03:40:11Z,Tamil Nadu Election 2026,nkr os9dd TVK,"['nkr', 'os9dd', 'TVK']",0.0,1.0,0.0,0.0,Neutral,TVK
7eKLXzURWUI,UgyVDbkwNK_hfaCNTSF4AaABAg.AVwemlKd9mgAVx60V317sg,UgyVDbkwNK_hfaCNTSF4AaABAg,@nkr-os9dd,​@techmajor_8128soon it will support BJP will you do??,0,2026-04-23T14:47:19Z,2026-04-23T14:47:19Z,0,reply,"Tamil Nadu Elections 2026: Chennai Strongholds, Kongu Belt &amp; Voter Bribery Allegations | India Today",India Today,2026-04-23T03:40:11Z,Tamil Nadu Election 2026,techmajor_8128soon support BJP,"['techmajor_8128soon', 'support', 'BJP']",0.0,0.426,0.574,0.4019,Positive,BJP
7eKLXzURWUI,Ugwk6yQycnher0N4z-94AaABAg.AVw-kIcek6tAVzjXoK1jai,Ugwk6yQycnher0N4z-94AaABAg,@ABISHEK-i8y8n,Dei neene oru dmk it cell yedhuku evlo knowledge kudukura 😂,0,2026-04-24T15:19:53Z,2026-04-24T15:19:53Z,0,reply,"Tamil Nadu Elections 2026: Chennai Strongholds, Kongu Belt &amp; Voter Bribery Allegations | India Today",India Today,2026-04-23T03:40:11Z,Tamil Nadu Election 2026,dei neene oru DMK cell yedhuku evlo knowledge kudukura,"['dei', 'neene', 'oru', 'DMK', 'cell', 'yedhuku', 'evlo', 'knowledge', 'kudukura']",0.0,1.0,0.0,0.0,Neutral,DMK
